"","booking_id","customer_id","service_id","customer_name","phone","email","payment_status","payment_id","payment_amount","payment_method","customer_rating","scheduled_date","payment_date","delay_days","day_type"
"249",113,5,3,"Cristian Santos",761161559,"cristiansantos@gmail.com","COMPLETED",46,300,"Cash",1,2026-01-30,2026-01-30,0,"weekday"
"250",113,5,3,"Cristian Santos",761161559,"cristiansantos@gmail.com","COMPLETED",113,300,"Cash",1,2026-01-30,2026-07-02,153,"weekday"
"251",113,5,3,"Cristian Santos",761161559,"cristiansantos@gmail.com","COMPLETED",113,300,"Cash",1,2026-01-30,2026-07-02,153,"weekday"
"254",116,41,3,"Paula Moreno",833542784,"paulamoreno@gmail.com","COMPLETED",47,300,"Card",3,2026-02-05,2026-02-07,2,"weekend"
"255",116,41,3,"Paula Moreno",833542784,"paulamoreno@gmail.com","COMPLETED",47,300,"Card",3,2026-02-05,2026-02-07,2,"weekend"
"256",116,41,3,"Paula Moreno",833542784,"paulamoreno@gmail.com","COMPLETED",114,300,"Card",3,2026-02-05,2026-07-18,163,"weekend"
"257",116,41,3,"Paula Moreno",833542784,"paulamoreno@gmail.com","COMPLETED",114,300,"Card",3,2026-02-05,2026-07-18,163,"weekend"
"268",127,37,2,"Sherri Baker",739909169,"sherribaker@gmail.com","COMPLETED",48,220,"Cash",5,2026-03-16,2026-03-17,1,"weekday"
"269",127,37,2,"Sherri Baker",739909169,"sherribaker@gmail.com","COMPLETED",48,220,"Cash",5,2026-03-16,2026-03-17,1,"weekday"
"270",127,37,2,"Sherri Baker",739909169,"sherribaker@gmail.com","COMPLETED",115,220,"Cash",5,2026-03-16,2026-08-11,148,"weekday"
"271",127,37,2,"Sherri Baker",739909169,"sherribaker@gmail.com","COMPLETED",115,220,"Cash",5,2026-03-16,2026-08-11,148,"weekday"
"276",132,27,2,"Justin Baker",793763116,"justinbaker@gmail.com","COMPLETED",49,220,"Transfer",5,2026-02-23,2026-02-24,1,"weekday"
"277",132,27,2,"Justin Baker",793763116,"justinbaker@gmail.com","COMPLETED",49,220,"Transfer",5,2026-02-23,2026-02-24,1,"weekday"
"278",132,27,2,"Justin Baker",793763116,"justinbaker@gmail.com","COMPLETED",116,220,"Transfer",5,2026-02-23,2026-07-09,136,"weekday"
"279",132,27,2,"Justin Baker",793763116,"justinbaker@gmail.com","COMPLETED",116,220,"Transfer",5,2026-02-23,2026-07-09,136,"weekday"
"280",133,35,1,"Debra Davidson",820978820,"debradavidson@gmail.com","COMPLETED",50,150,"Transfer",4,2026-02-01,2026-02-01,0,"weekend"
"281",133,35,1,"Debra Davidson",820978820,"debradavidson@gmail.com","COMPLETED",50,150,"Transfer",4,2026-02-01,2026-02-01,0,"weekend"
"282",133,35,1,"Debra Davidson",820978820,"debradavidson@gmail.com","COMPLETED",117,150,"Transfer",4,2026-02-01,2026-07-20,169,"weekday"
"283",133,35,1,"Debra Davidson",820978820,"debradavidson@gmail.com","COMPLETED",117,150,"Transfer",4,2026-02-01,2026-07-20,169,"weekday"
"286",136,37,1,"Sherri Baker",739909169,"sherribaker@gmail.com","COMPLETED",51,150,"Cash",1,2026-02-05,2026-02-06,1,"weekday"
"287",136,37,1,"Sherri Baker",739909169,"sherribaker@gmail.com","COMPLETED",51,150,"Cash",1,2026-02-05,2026-02-06,1,"weekday"
"288",136,37,1,"Sherri Baker",739909169,"sherribaker@gmail.com","COMPLETED",118,150,"Cash",1,2026-02-05,2026-08-06,182,"weekday"
"289",136,37,1,"Sherri Baker",739909169,"sherribaker@gmail.com","COMPLETED",118,150,"Cash",1,2026-02-05,2026-08-06,182,"weekday"
"293",140,1,1,"Allison Hill",830433218,"allisonhill@gmail.com","COMPLETED",52,150,"Cash",1,2026-03-11,2026-03-12,1,"weekday"
"294",140,1,1,"Allison Hill",830433218,"allisonhill@gmail.com","COMPLETED",52,150,"Cash",1,2026-03-11,2026-03-12,1,"weekday"
"295",140,1,1,"Allison Hill",830433218,"allisonhill@gmail.com","COMPLETED",119,150,"Cash",1,2026-03-11,2026-06-27,108,"weekend"
"296",140,1,1,"Allison Hill",830433218,"allisonhill@gmail.com","COMPLETED",119,150,"Cash",1,2026-03-11,2026-06-27,108,"weekend"
"298",142,26,2,"Judy Baker",838347382,"judybaker@gmail.com","COMPLETED",53,220,"Card",2,2026-03-11,2026-03-12,1,"weekday"
"299",142,26,2,"Judy Baker",838347382,"judybaker@gmail.com","COMPLETED",53,220,"Card",2,2026-03-11,2026-03-12,1,"weekday"
"300",142,26,2,"Judy Baker",838347382,"judybaker@gmail.com","COMPLETED",120,220,"Card",2,2026-03-11,2026-07-15,126,"weekday"
"301",142,26,2,"Judy Baker",838347382,"judybaker@gmail.com","COMPLETED",120,220,"Card",2,2026-03-11,2026-07-15,126,"weekday"
"302",143,14,1,"Michele Williams",763287101,"michelewilliams@gmail.com","COMPLETED",54,150,"Transfer",4,2026-01-31,2026-02-01,1,"weekend"
"303",143,14,1,"Michele Williams",763287101,"michelewilliams@gmail.com","COMPLETED",54,150,"Transfer",4,2026-01-31,2026-02-01,1,"weekend"
"304",143,14,1,"Michele Williams",763287101,"michelewilliams@gmail.com","COMPLETED",121,150,"Transfer",4,2026-01-31,2026-06-22,142,"weekday"
"305",143,14,1,"Michele Williams",763287101,"michelewilliams@gmail.com","COMPLETED",121,150,"Transfer",4,2026-01-31,2026-06-22,142,"weekday"
"306",144,39,2,"Elizabeth Fowler",747510799,"elizabethfowler@gmail.com","COMPLETED",55,220,"Transfer",2,2026-02-19,2026-02-19,0,"weekday"
"307",144,39,2,"Elizabeth Fowler",747510799,"elizabethfowler@gmail.com","COMPLETED",55,220,"Transfer",2,2026-02-19,2026-02-19,0,"weekday"
"308",144,39,2,"Elizabeth Fowler",747510799,"elizabethfowler@gmail.com","COMPLETED",122,220,"Transfer",2,2026-02-19,2026-06-17,118,"weekday"
"309",144,39,2,"Elizabeth Fowler",747510799,"elizabethfowler@gmail.com","COMPLETED",122,220,"Transfer",2,2026-02-19,2026-06-17,118,"weekday"
"310",145,27,1,"Justin Baker",793763116,"justinbaker@gmail.com","COMPLETED",56,150,"Cash",2,2026-03-11,2026-03-11,0,"weekday"
"311",145,27,1,"Justin Baker",793763116,"justinbaker@gmail.com","COMPLETED",56,150,"Cash",2,2026-03-11,2026-03-11,0,"weekday"
"312",145,27,1,"Justin Baker",793763116,"justinbaker@gmail.com","COMPLETED",123,150,"Cash",2,2026-03-11,2026-07-19,130,"weekend"
"313",145,27,1,"Justin Baker",793763116,"justinbaker@gmail.com","COMPLETED",123,150,"Cash",2,2026-03-11,2026-07-19,130,"weekend"
"314",146,9,2,"Gabrielle Davis",725534192,"gabrielledavis@gmail.com","COMPLETED",57,220,"Card",2,2026-03-21,2026-03-23,2,"weekday"
"315",146,9,2,"Gabrielle Davis",725534192,"gabrielledavis@gmail.com","COMPLETED",57,220,"Card",2,2026-03-21,2026-03-23,2,"weekday"
"316",146,9,2,"Gabrielle Davis",725534192,"gabrielledavis@gmail.com","COMPLETED",124,220,"Card",2,2026-03-21,2026-07-02,103,"weekday"
"317",146,9,2,"Gabrielle Davis",725534192,"gabrielledavis@gmail.com","COMPLETED",124,220,"Card",2,2026-03-21,2026-07-02,103,"weekday"
"321",150,42,1,"Fred Smith",828412411,"fredsmith@gmail.com","COMPLETED",58,150,"Transfer",3,2026-02-06,2026-02-07,1,"weekend"
"322",150,42,1,"Fred Smith",828412411,"fredsmith@gmail.com","COMPLETED",58,150,"Transfer",3,2026-02-06,2026-02-07,1,"weekend"
"323",150,42,1,"Fred Smith",828412411,"fredsmith@gmail.com","COMPLETED",125,150,"Transfer",3,2026-02-06,2026-08-11,186,"weekday"
"324",150,42,1,"Fred Smith",828412411,"fredsmith@gmail.com","COMPLETED",125,150,"Transfer",3,2026-02-06,2026-08-11,186,"weekday"
"326",152,32,2,"James Ferrell",797360260,"jamesferrell@gmail.com","COMPLETED",59,220,"Transfer",3,2026-03-13,2026-03-15,2,"weekend"
"327",152,32,2,"James Ferrell",797360260,"jamesferrell@gmail.com","COMPLETED",59,220,"Transfer",3,2026-03-13,2026-03-15,2,"weekend"
"328",152,32,2,"James Ferrell",797360260,"jamesferrell@gmail.com","COMPLETED",126,220,"Transfer",3,2026-03-13,2026-08-13,153,"weekday"
"329",152,32,2,"James Ferrell",797360260,"jamesferrell@gmail.com","COMPLETED",126,220,"Transfer",3,2026-03-13,2026-08-13,153,"weekday"
"337",160,39,3,"Elizabeth Fowler",747510799,"elizabethfowler@gmail.com","COMPLETED",60,300,"Card",2,2026-02-20,2026-02-20,0,"weekday"
"338",160,39,3,"Elizabeth Fowler",747510799,"elizabethfowler@gmail.com","COMPLETED",60,300,"Card",2,2026-02-20,2026-02-20,0,"weekday"
"339",160,39,3,"Elizabeth Fowler",747510799,"elizabethfowler@gmail.com","COMPLETED",127,300,"Card",2,2026-02-20,2026-08-13,174,"weekday"
"340",160,39,3,"Elizabeth Fowler",747510799,"elizabethfowler@gmail.com","COMPLETED",127,300,"Card",2,2026-02-20,2026-08-13,174,"weekday"
"346",166,13,3,"Lisa Hensley",738849696,"lisahensley@gmail.com","COMPLETED",61,300,"Card",4,2026-01-29,2026-01-29,0,"weekday"
"347",166,13,3,"Lisa Hensley",738849696,"lisahensley@gmail.com","COMPLETED",61,300,"Card",4,2026-01-29,2026-01-29,0,"weekday"
"348",166,13,3,"Lisa Hensley",738849696,"lisahensley@gmail.com","COMPLETED",128,300,"Card",4,2026-01-29,2026-07-17,169,"weekday"
"349",166,13,3,"Lisa Hensley",738849696,"lisahensley@gmail.com","COMPLETED",128,300,"Card",4,2026-01-29,2026-07-17,169,"weekday"
"353",170,28,2,"Stephanie Ross",766670106,"stephanieross@gmail.com","COMPLETED",62,220,"Transfer",1,2026-02-02,2026-02-02,0,"weekday"
"354",170,28,2,"Stephanie Ross",766670106,"stephanieross@gmail.com","COMPLETED",62,220,"Transfer",1,2026-02-02,2026-02-02,0,"weekday"
"355",170,28,2,"Stephanie Ross",766670106,"stephanieross@gmail.com","COMPLETED",129,220,"Transfer",1,2026-02-02,2026-07-07,155,"weekday"
"356",170,28,2,"Stephanie Ross",766670106,"stephanieross@gmail.com","COMPLETED",129,220,"Transfer",1,2026-02-02,2026-07-07,155,"weekday"
"365",179,20,2,"Carla Gray",821543039,"carlagray@gmail.com","COMPLETED",63,220,"Transfer",4,2026-02-11,2026-02-11,0,"weekday"
"366",179,20,2,"Carla Gray",821543039,"carlagray@gmail.com","COMPLETED",63,220,"Transfer",4,2026-02-11,2026-02-11,0,"weekday"
"367",179,20,2,"Carla Gray",821543039,"carlagray@gmail.com","COMPLETED",130,220,"Transfer",4,2026-02-11,2026-07-04,143,"weekend"
"368",179,20,2,"Carla Gray",821543039,"carlagray@gmail.com","COMPLETED",130,220,"Transfer",4,2026-02-11,2026-07-04,143,"weekend"
"371",182,28,1,"Stephanie Ross",766670106,"stephanieross@gmail.com","COMPLETED",64,150,"Card",5,2026-02-20,2026-02-20,0,"weekday"
"372",182,28,1,"Stephanie Ross",766670106,"stephanieross@gmail.com","COMPLETED",64,150,"Card",5,2026-02-20,2026-02-20,0,"weekday"
"373",182,28,1,"Stephanie Ross",766670106,"stephanieross@gmail.com","COMPLETED",131,150,"Card",5,2026-02-20,2026-07-05,135,"weekend"
"374",182,28,1,"Stephanie Ross",766670106,"stephanieross@gmail.com","COMPLETED",131,150,"Card",5,2026-02-20,2026-07-05,135,"weekend"
"376",184,39,3,"Elizabeth Fowler",747510799,"elizabethfowler@gmail.com","COMPLETED",65,300,"Transfer",3,2026-02-26,2026-02-26,0,"weekday"
"377",184,39,3,"Elizabeth Fowler",747510799,"elizabethfowler@gmail.com","COMPLETED",65,300,"Transfer",3,2026-02-26,2026-02-26,0,"weekday"
"378",184,39,3,"Elizabeth Fowler",747510799,"elizabethfowler@gmail.com","COMPLETED",132,300,"Transfer",3,2026-02-26,2026-07-27,151,"weekday"
"379",184,39,3,"Elizabeth Fowler",747510799,"elizabethfowler@gmail.com","COMPLETED",132,300,"Transfer",3,2026-02-26,2026-07-27,151,"weekday"
"389",194,27,1,"Justin Baker",793763116,"justinbaker@gmail.com","COMPLETED",66,150,"Cash",1,2026-03-19,2026-03-19,0,"weekday"
"390",194,27,1,"Justin Baker",793763116,"justinbaker@gmail.com","COMPLETED",66,150,"Cash",1,2026-03-19,2026-03-19,0,"weekday"
"391",194,27,1,"Justin Baker",793763116,"justinbaker@gmail.com","COMPLETED",133,150,"Cash",1,2026-03-19,2026-08-01,135,"weekend"
"392",194,27,1,"Justin Baker",793763116,"justinbaker@gmail.com","COMPLETED",133,150,"Cash",1,2026-03-19,2026-08-01,135,"weekend"
"395",197,33,1,"Tricia Valencia",784746872,"triciavalencia@gmail.com","COMPLETED",67,150,"Cash",1,2026-03-19,2026-03-20,1,"weekday"
"396",197,33,1,"Tricia Valencia",784746872,"triciavalencia@gmail.com","COMPLETED",67,150,"Cash",1,2026-03-19,2026-03-20,1,"weekday"
"397",197,33,1,"Tricia Valencia",784746872,"triciavalencia@gmail.com","COMPLETED",134,150,"Cash",1,2026-03-19,2026-07-10,113,"weekday"
"398",197,33,1,"Tricia Valencia",784746872,"triciavalencia@gmail.com","COMPLETED",134,150,"Cash",1,2026-03-19,2026-07-10,113,"weekday"
